,property_name,society,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location,property_type
423,"3 BHK Flat in Sector 104, Gurgaon","3 BHK Flat in Sector 104, Gurgaon",₹2.05 Cr,"₹14,758 /sqft",3.0,2.0,3 BHK,1389.0,"1,389 sqft",Super Built-up,26 floor,North-East,Ready To Move,,2.0,,,"Hero homes is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 104 gurgaon is your opportunity to be a part of this community. This property faces the north-East direction. The flat occupies a super built up area of 1389 sq.Ft. That consists of 3 bedrooms, 2 bathrooms and 2 balconies. The flat has a total of 26 floors and this property is situated on 2...",Hero Homes,Hero Homes,North-East Facing Newly Constructed,Flat
424,"3 BHK Flat in Sector 59, Gurgaon","3 BHK Flat in Sector 59, Gurgaon",₹5.1 Cr,"₹24,343 /sqft",3.0,3.0,3 BHK,2095.0,"2,095 sqft",Super Built-up,,North-East,Ready To Move,,2.0,,,"Located in the popular residential address of sector 59 gurgaon, conscient elevate is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. The flat is north-East-Facing. Containing 3 bedroom(s), 3 bathrooms and 2 balconies, this flat is spread over a super built up area of 2095 sq.Ft. This flat lies on the 5th level of a...",Conscient Elevate,Conscient Elevate,North-East Facing Rapid Metro 55 56 Nearby,Flat
425,"3 BHK Flat in Sector 67, Gurgaon","3 BHK Flat in Sector 67, Gurgaon",₹3.63 Cr,"₹17,724 /sqft",3.0,3.0,3 BHK,2048.0,"2,048 sqft",Super Built-up,,North,Ready To Move,,3.0,,Garden,"Located in the popular residential address of sector 67 gurgaon, m3m merlin is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This property faces the north direction. Constructed on a super built up area of 2048 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. The property is located on the 2nd...",M3M Merlin,M3M Merlin,North Facing Private Garden,Flat
426,"4 BHK Flat in Sector 67, Gurgaon","4 BHK Flat in Sector 67, Gurgaon",₹6.3 Cr,"₹18,856 /sqft",4.0,5.0,4 BHK,3341.0,"3,341 sqft",Super Built-up,,,Ready To Move,,3.0,,Swimming Pool,"The flat occupies a super built up area of 3341 sq.Ft. That consists of 4 bedrooms, 5 bathrooms and 3 balconies. This flat lies on the 23rd level of a 26 storey building. This is a ready to move project and the property is 5-10 years old. The flat comes well built with marble flooring options. M3m merlin is designed very well to provide modern facilities such as swimming pool, fitness centre / ...",M3M Merlin,M3M Merlin,Gated Society Corner Property,Flat
427,"4 BHK Flat in Sector 81, Gurgaon","4 BHK Flat in Sector 81, Gurgaon",₹4.78 Cr,"₹16,643 /sqft",4.0,4.0,4 BHK,2872.0,"2,872 sqft",Super Built-up,,North-East,Ready To Move,,3.0,,Garden,"Located in the popular residential address of sector 81 gurgaon, dlf the ultima is one of the most preferred destination for apartments in gurgaon. This 4 bhk flat is your ticket to be a part of this community. The flat is facing the north-East direction. The flat occupies a super built up area of 2872 sq.Ft. That consists of 4 bedrooms, 4 bathrooms and more than 3 balconies. The property is lo...",DLF The Ultima,DLF The Ultima,North-East Facing Private Garden,Flat
428,"4 BHK Flat in Sector 69, Gurgaon","4 BHK Flat in Sector 69, Gurgaon",₹2.78 Cr,"₹11,583 /sqft",4.0,5.0,4 BHK,2400.0,"2,400 sqft",Super Built-up,12 floor,East,Ready To Move,,3.0,,,"The flat is east-Facing. The flat occupies a super built up area of 2400 sq.Ft. That consists of 4 bedrooms, 5 bathrooms and more than 3 balconies. The residential building has 12 floors in total and the flat for sale is located on the 4th floor. As the project is already ready to move, so you can easily move into this 1-5 years old property. The flat comes well built with cement flooring optio...",Tulip Purple,Tulip Purple,East Facing Gated Society,Flat
429,"4 BHK Flat in Sector 69, Gurgaon","4 BHK Flat in Sector 69, Gurgaon",₹2.85 Cr,"₹11,875 /sqft",4.0,5.0,4 BHK,2400.0,"2,400 sqft",Super Built-up,12 floor,East,Ready To Move,,3.0,,Garden,"This residential flat is east-Facing direction. Containing 4 bedroom(s), 5 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2400 sq.Ft. The residential building has 12 floors in total and the flat for sale is located on the 7th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The floor of this flat is...",Tulip Purple,Tulip Purple,East Facing Private Garden,Flat
430,"2 BHK Flat in Sohna, Gurgaon","2 BHK Flat in Sohna, Gurgaon",₹1.35 Cr,"₹9,473 /sqft",2.0,2.0,2 BHK,1425.0,"1,425 sqft",Super Built-up,,North-East,Ready To Move,,,,"Swimming Pool, Garden","The melia sohna property is unique due to several factors: Prime location: Situated in sohna, close to gurgaon and the ncr, offering easy connectivity to major business hubs. Scenic views: Surrounded by the aravalli hills, providing a serene and green environment. Flat has direct view to aravalli hills Modern amenities: Features like clubhouse, swimming pool, landscaped gardens, sports faciliti...",Silverglades The Melia,Silverglades The Melia,North-East Facing Newly Constructed,Flat
431,"3 BHK Flat in Sector 104, Gurgaon","3 BHK Flat in Sector 104, Gurgaon",₹2.9 Cr,"₹12,663 /sqft",3.0,4.0,3 BHK,2290.0,"2,290 sqft",Super Built-up,27 floor,North-East,Ready To Move,,3.0,,,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in ats triumph that is situated in sector 104 gurgaon. This residential flat is north-East-Facing direction. Constructed on a super built up area of 2290 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and 3 balconies. The flat has a total of 27 floors and this property is situated on 11th floor. This 1-5 years old prope...",ATS Triumph,ATS Triumph,North-East Facing YASHOBHOOMI Nearby,Flat
432,"3 BHK Flat in Sector 99, Gurgaon","3 BHK Flat in Sector 99, Gurgaon",₹3.76 Cr,"₹13,525 /sqft",3.0,3.0,3 BHK,2780.0,"2,780 sqft",Super Built-up,,North,Ready To Move,,,,,3 bhk sun facing middle floor pool facing available for sale call for more details,Vatika Sovereign Park,Vatika Sovereign Park,North Facing Newly Constructed,Flat
433,"4 BHK Flat in Sector 69, Gurgaon","4 BHK Flat in Sector 69, Gurgaon",₹2.72 Cr,"₹11,333 /sqft",4.0,5.0,4 BHK,2400.0,"2,400 sqft",Super Built-up,14 floor,North-East,Ready To Move,,3.0,,Garden,"Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in tulip purple that is situated in sector 69 gurgaon. The flat is north-East-Facing. Constructed on a super built up area of 2400 sq.Ft., the flat comprises 4 bedroom(s), 5 bathrooms and more than 3 balconies. The residential building has 14 floors in total and the flat for sale is located on the 2nd floor. As the project is...",Tulip Purple,Tulip Purple,North-East Facing Private Garden,Flat
434,"3 BHK Flat in Sector 70A, Gurgaon","3 BHK Flat in Sector 70A, Gurgaon",₹2.88 Cr,"₹16,911 /sqft",3.0,3.0,3 BHK,1703.0,"1,703 sqft",Super Built-up,,West,Ready To Move,,3.0,,Garden,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in aipl zen residences that is situated in sector 70a gurgaon. The flat is north-West-Facing. Constructed on a super built up area of 1703 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. This flat lies on the 18th level of a 28 storey building. Being a ready to move project, you can expect immediate poss...",AIPL Zen Residences,AIPL Zen Residences,Private Garden dps school within 1.5km,Flat
435,"2 BHK Flat in Sector 70A, Gurgaon","2 BHK Flat in Sector 70A, Gurgaon",₹2.2 Cr,"₹17,432 /sqft",2.0,2.0,2 BHK,1262.0,"1,262 sqft",Super Built-up,7th floor,North-East,Ready To Move,,3.0,,Garden,"This lovely 2 bhk apartment/flat in sector 70a gurgaon is available for sale in one of gurgaon's most popular projects, aipl zen residences. The flat is facing the north-East direction. The flat occupies a super built up area of 1262 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 3 balconies. The property is located on the 7th floor of a 28 floors tall building. This is a ready to move pro...",AIPL Zen Residences,AIPL Zen Residences,North-East Facing Private Garden,Flat
436,"3 BHK Flat in Sector 106, Gurgaon","3 BHK Flat in Sector 106, Gurgaon",₹2.85 Cr,"₹15,363 /sqft",3.0,3.0,3 BHK,1855.0,"1,855 sqft",Super Built-up,34 floor,East,Ready To Move,,1.0,,,"Godrej meridien is one of the most popular destination for buying apartments/ flats in sector 106 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. This is a east-Facing property. The flat occupies a super built up area of 1855 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 1 balcony. The flat has a total of 34 floors and this property is situated on 22nd f...",Godrej Meridien,Godrej Meridien,East Facing Newly Constructed,Flat
437,"4 BHK Flat in DLF Phase 5, Gurgaon","4 BHK Flat in DLF Phase 5, Gurgaon",₹8 Cr,"₹30,651 /sqft",4.0,4.0,4 BHK,2610.0,"2,610 sqft",Carpet,18 floor,East,Ready To Move,,3.0,,,"Dlf the icon is one of the most popular destination for buying apartments/ flats in dlf phase 5, gurgaon. You too can be a part of this society by purchasing this 4 bhk flat here. The flat is north-East-Facing. The flat occupies a super built up area of 2611 sq.Ft. That consists of 4 bedrooms, 4 bathrooms and 3 balconies. The residential building has 18 floors in total and the flat for sale is ...",DLF The Icon,DLF The Icon,East Facing Gated Society,Flat
438,"4 BHK Flat in Sector 110, Gurgaon","4 BHK Flat in Sector 110, Gurgaon",₹4.85 Cr,"₹14,264 /sqft",4.0,5.0,4 BHK,3400.0,"3,400 sqft",Super Built-up,15 floor,North-East,Ready To Move,,3.0,,Garden,"This lovely 4 bhk apartment/flat in sector 110 gurgaon is available for sale in one of gurgaon's most popular projects, indiabulls enigma. The flat is facing the north-East direction. Containing 4 bedroom(s), 5 bathrooms and 3 balconies, this flat is spread over a super built up area of 3400 sq.Ft. The flat has a total of 15 floors and this property is situated on 5th floor. As the project is a...",Indiabulls Enigma,Indiabulls Enigma,North-East Facing Private Garden,Flat
439,"3 BHK Flat in Sector 109, Gurgaon","3 BHK Flat in Sector 109, Gurgaon",₹3.21 Cr,"₹28,383 /sqft",3.0,4.0,3 BHK,2100.0,"2,100 sqft",Super Built-up,,,Ready To Move,,,,,Zero meter from delhi and low density project with 2 apartments on each floor.,Chintels Serenity,Chintels Serenity,,Flat
440,"3 BHK Flat in Sector 67, Gurgaon","3 BHK Flat in Sector 67, Gurgaon",₹4.7 Cr,"₹19,365 /sqft",3.0,3.0,3 BHK,2427.0,"2,427 sqft",Super Built-up,9th floor,East,Ready To Move,,3.0,,,"This 3 bhk apartment is available for sale in m3m merlin, one of the most prominent projects for flats in sector 67 gurgaon. This residential flat is east-Facing direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 2427 sq.Ft. The property is located on the 9th floor of a 21 floors tall building. ...",M3M Merlin,M3M Merlin,East Facing Recently Renovated,Flat
441,"3 BHK Flat in Sector 109, Gurgaon","3 BHK Flat in Sector 109, Gurgaon",₹3.12 Cr,"₹15,959 /sqft",3.0,4.0,3 BHK,1955.0,"1,955 sqft",Super Built-up,20 floor,North,Ready To Move,,3.0,,,"This is a north-Facing property. The floor plan additionally contains 3 bedroom(s), 4 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 1955 sq.Ft. The flat has a total of 20 floors and this property is situated on 11th floor. This 1-5 years old property is available for immediate possession as the project is ready to move. The well built wood flo...",Chintels Serenity,Chintels Serenity,North Facing Gated Society,Flat
442,"2 BHK Flat in Sector 106, Gurgaon","2 BHK Flat in Sector 106, Gurgaon",₹2.15 Cr,"₹15,739 /sqft",2.0,2.0,2 BHK,1366.0,"1,366 sqft",Super Built-up,15th floor,North,Ready To Move,,3.0,,,"This is a north-Facing property. Containing 2 bedroom(s), 2 bathrooms and 3 balconies, this flat is spread over a super built up area of 1366 sq.Ft. This flat is situated on the 15th floor of this 20 floors tall residential building. This is a ready to move project and the property is 0-1 year old. The flat comes well built with marble flooring options. Many of the modern amenities being offere...",Godrej Meridien,Godrej Meridien,North Facing Newly Constructed,Flat
443,"3 BHK Flat in Sohna, Gurgaon","3 BHK Flat in Sohna, Gurgaon",₹1.76 Cr,"₹11,525 /sqft",3.0,3.0,3 BHK,1527.0,"1,527 sqft",Super Built-up,5th floor,East,Ready To Move,,2.0,,,"This residential flat is north-East-Facing direction. Containing 3 bedroom(s), 3 bathrooms and 2 balconies, this flat is spread over a super built up area of 1527 sq.Ft. The property is located on the 5th floor of a 14 floors tall building. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. All the modern amenit...",Ashiana Anmol,Ashiana Anmol,,Flat
444,"3 BHK Flat in Sector 67, Gurgaon","3 BHK Flat in Sector 67, Gurgaon",₹3.95 Cr,"₹19,315 /sqft",3.0,3.0,3 BHK,2045.0,"2,045 sqft",Super Built-up,,,Ready To Move,,2.0,,,"Located in the popular residential address of sector 67 gurgaon, m3m merlin is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This residential flat is east-Facing direction. The flat is over 2045 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. This flat lies on the 3rd level of ...",M3M Merlin,M3M Merlin,,Flat
445,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.45 Cr,"₹14,505 /sqft",3.0,3.0,3 BHK,1689.0,"1,689 sqft",Super Built-up,24 floor,West,Ready To Move,,2.0,,Garden,"Check out this 3 bhk apartment for sale in adani m2k oyster grande, a popular residential project that houses in-Demand flats in sector 102 gurgaon. The flat is facing the north-West direction. The flat is over 1689 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. The residential building has 24 floors in total and the flat for sale is located on the 6th floo...",Adani M2K Oyster Grande,Adani M2K Oyster Grande,Private Garden Gated Society,Flat
446,"3 BHK Flat in Sector 106, Gurgaon","3 BHK Flat in Sector 106, Gurgaon",₹2.6 Cr,"₹16,000 /sqft",3.0,3.0,3 BHK,1625.0,"1,625 sqft",Super Built-up,,North-East,Ready To Move,,3.0,,,"Located in the popular residential address of sector 106 gurgaon, godrej meridien is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This residential flat is north-East-Facing direction. Constructed on a super built up area of 1625 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and more than 3 balconies. The p...",Godrej Meridien,Godrej Meridien,North-East Facing DELHI PUBLIC SCHOOL within 1km,Flat
447,"3 BHK Flat in Nirvana Country, Gurgaon","3 BHK Flat in Nirvana Country, Gurgaon",₹4.2 Cr,"₹16,935 /sqft",3.0,4.0,3 BHK,2480.0,"2,480 sqft",Super Built-up,,South,Ready To Move,,3.0,,Garden,"This beautiful 3 bhk flat in nirvana country, gurgaon is situated in the close south, one of the popular residential society in gurgaon. This residential flat is east-Facing direction. Constructed on a super built up area of 2480 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and more than 3 balconies. This flat lies on the 8th level of a 17 storey building. As the project is already read...",The Close South,The Close South,East Facing Private Garden,Flat
448,"4 BHK Flat in Sector 81, Gurgaon","4 BHK Flat in Sector 81, Gurgaon",₹4.98 Cr,"₹17,339 /sqft",4.0,4.0,4 BHK,2872.0,"2,872 sqft",Super Built-up,,North-East,Ready To Move,,3.0,,,"This lovely 4 bhk apartment/flat in sector 81 gurgaon is available for sale in one of gurgaon's most popular projects, dlf the ultima. This property faces the north-East direction. Containing 4 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2872 sq.Ft. This flat lies on the 15th level of a 29 storey building. As the project is already ready ...",DLF The Ultima,DLF The Ultima,North-East Facing Newly Constructed,Flat
