,listing_type,property_name,society,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location,property_type
194,Independent House,"2 Bedroom House in Rajiv Colony, Gurgaon","2 Bedroom House in Rajiv Colony, Gurgaon",₹60 Lac,"₹13,483 /sqft",2,1,2 BHK,445,445 sqft,,,,RESALE,,,,,"This 6 bhk independent house in rajiv colony, gurgaon offers 445 sq.Ft. Of living space. Available for immediate sale, the 10+ year old villa features 3 bathrooms across its layout. Situated near key healthcare facilities like rajendra hospital and several dental clinics, it combines residential comfort with convenient access to essential services.","Rajiv Colony, Gurgaon","Rajiv Colony, Gurgaon",,House
195,Independent House,"4 Bedroom House in Sushant Lok Phase 3, Gurgaon","4 Bedroom House in Sushant Lok Phase 3, Gurgaon",₹8.25 Cr,"₹23,782 /sqft",4,7,4 BHK,3469,"3,469 sqft",Built-up,,,RESALE,,,Servant Room,,"A northwest-Facing villa of 3469 sq. Ft. Is available for resale in florence marvel villa, sushant lok phase 3, gurgaon. The villa consists of 4 bedrooms, 7 bathrooms and 3+ balconies, accompanied by a servant room. It is a ready-To-Move society well-Equipped with various modern amenities and facilities.",Ansals Florence Marvel,Ansals Florence Marvel,,House
196,Independent House,"4 Bedroom House in Jacobpura, Gurgaon","4 Bedroom House in Jacobpura, Gurgaon",₹2.65 Cr,"₹19,630 /sqft",4,4,4 BHK,1350,"1,350 sqft",,5,,RESALE,,,,Park,"Property information:- 1. Location :- Jacob pura , near sadar bazaar, gurgaon 2. Plot size :- 150 square yards 3. Layout :- 1.5 floor constructed 4. ( Ground floor 1 living room and 2 bed rooms with big lobby and kitchen and open area) 5. First floor :- 1 big size living rooms and 1 bed room with kitchen and storage area. 6. 1 office room on mid level stairs . 7. Demand:- 2.60 8. Big parks on b...","Jacobpura, Gurgaon","Jacobpura, Gurgaon",,House
197,Independent House,"2 Bedroom House in Block A Ashok Vihar Phase 3 Extension, Gurgaon","2 Bedroom House in Block A Ashok Vihar Phase 3 Extension, Gurgaon",₹95 Lac,"₹14,660 /sqft",2,2,2 BHK,648,648 sqft,,,,RESALE,Unfurnished,,,,"Available for immediate sale, this 2 bhk independent house in block a, ashok vihar phase 3 extension, gurgaon offers 648 sq.Ft. Of space. Over 10 years old, it features 2 bedrooms, 2 bathrooms, and is unfurnished. Enjoy proximity to shopping hubs like palam vihar vyapar kendra and religious sites including chintapurni mandir.","Block A Ashok Vihar Phase 3 Extension, Gurgaon","Block A Ashok Vihar Phase 3 Extension, Gurgaon",,House
198,Independent House,"6 Bedroom House in Laxman Vihar, Gurgaon","6 Bedroom House in Laxman Vihar, Gurgaon",₹1.75 Cr,"₹14,957 /sqft",6,6,6 BHK,1170,"1,170 sqft",,,,RESALE,,,,,Property for rent and sale .........................,"Laxman Vihar, Gurgaon","Laxman Vihar, Gurgaon",,House
199,Independent House,"4 Bedroom House in Block C South city 1, Gurgaon","4 Bedroom House in Block C South city 1, Gurgaon",₹5.25 Cr,"₹16,204 /sqft",4,4,4 BHK,3240,"3,240 sqft",,,South,RESALE,,,,,"Located in south city 1, a prime residential area with all shopping facilities, surrounded by elite social infrastructure including renowned international schools, leading multi-Specialty hospitals, luxury hotels, premium retail & fine-Dining options. The property enjoys excellent highway connectivity & immediate access to artificial lake (500 m ) & leisure valley, offering a rare blend of urba...","Block C South city 1, Gurgaon","Block C South city 1, Gurgaon",,House
200,Independent House,"4 Bedroom House in Sohna, Gurgaon","4 Bedroom House in Sohna, Gurgaon",₹3 Cr,"₹21,367 /sqft",4,4,4 BHK,1404,"1,404 sqft",,,,RESALE,,2.0,,,"Planning to buy an individual house in gurgaon. Then you should definitely check out this 4 bhk house for sale in sohna, a well-Planned and well-Connected locality in gurgaon. Constructed on a super built up area of 156 sq.Yards, this house comprises 4 bedrooms, 4 bathrooms and 2 balconies. This 1-5 years old property is available for immediate possession as the house is ready to move. It is a ...",Paras Ekam Homes,Paras Ekam Homes,,House
201,Independent House,"9 Bedroom House in Palam Vihar, Gurgaon","9 Bedroom House in Palam Vihar, Gurgaon",₹6.95 Cr,"₹12,870 /sqft",9,9,9 BHK,5400,"5,400 sqft",Built-up,3,,RESALE,Semi-Furnished,,,"Parking, Garden, Park","Situated in palam vihar, gurgaon, this 9 bhk independent house 270 sq yard with 3 floors. Semi-Furnished and 5-10 years old, it features 9 bathrooms, an east-Facing private garden, and visitor parking within a gated society. Recently renovated and available immediately, the home offers 24/7 water and easy access to markets, hospitals, and the airport.","Palam Vihar, Gurgaon","Palam Vihar, Gurgaon",,House
202,Independent House,"3 Bedroom House in Sector 40, Gurgaon","3 Bedroom House in Sector 40, Gurgaon",₹3.68 Cr,"₹40,888 /sqft",3,3,3 BHK,900,900 sqft,,,,RESALE,,,,"Parking, Park","Best location for 100 sq.Yds plot, park facing, available three car parkings, other sides of the park are 200 sq.Yds plots.","Sector 40, Gurgaon","Sector 40, Gurgaon",,House
203,Independent House,"3 Bedroom House in Sector 55, Gurgaon","3 Bedroom House in Sector 55, Gurgaon",₹13 Cr,"₹40,123 /sqft",3,3,3 BHK,2844,"2,844 sqft",,,,RESALE,,,,Gym,"Prime property near golf course road. Near sector-55 metro station. Near market places. Nearby gyms. Stilt plus 4, 3bhk floors.","Sector 55, Gurgaon","Sector 55, Gurgaon",,House
204,Independent House,"14 Bedroom House in Sector 47, Gurgaon","14 Bedroom House in Sector 47, Gurgaon",₹8.32 Cr,"₹92,444 /sqft",14,6,14 BHK,900,900 sqft,Carpet,,,RESALE,Unfurnished,,,Garden,"First owner, huda plot facing mumbai expressway at subhash chowk (230 yards from property) six floors of approx 900 sq feet each totalling carpet area of 5040 sq foot.Located in sector 47, gurgaon, this 14 bedroom independent house , offering 6 bathrooms within a 1-5 year-Old structure. Available for immediate sale, the unfurnished Villa is positioned near uniworld garden, atms, and hospitals, ...","Sector 47, Gurgaon","Sector 47, Gurgaon",,House
205,Independent House,"3 Bedroom House in Maruti Kunj, Gurgaon","3 Bedroom House in Maruti Kunj, Gurgaon",₹1.7 Cr,"₹14,756 /sqft",3,2,3 BHK,1152,"1,152 sqft",,,,RESALE,Unfurnished,,,,"Immediate availability of this 1-5 year old, fully independent 3 bhk villa in maruti kunj, gurgaon. Spanning 1152 sq.Ft., it features 3 bedrooms and 2 bathrooms across a well-Planned layout. Positioned near astha hospital and dhillon filling station, this property offers convenience alongside privacy and comfort. Fully unfurnished, ready for your personal touch.","Maruti Kunj, Gurgaon","Maruti Kunj, Gurgaon",,House
206,Independent House,"4 Bedroom House in Sector 103, Gurgaon","4 Bedroom House in Sector 103, Gurgaon",₹5.25 Cr,"₹6,427 /sqft",4,7,4 BHK,8168,"8,168 sqft",Built-up,,East,RESALE,,,,Park,"A north-East facing, 4 bhk villa of size 8168 sq.Ft. Is available for resale in satya hermitage villas, dwarka expy, sector 103, gurgaon. It is park-Facing and has four large bedrooms, a drawing room, a dining room, 7 bathrooms with a powder room with a master bedroom, a beautiful park for sitting, etc. The villa is built on 312 sq. Yards plot.",Satya The Hermitage,Satya The Hermitage,,House
207,Independent House,"6 Bedroom House in Sadar Bazar, Gurgaon","6 Bedroom House in Sadar Bazar, Gurgaon",₹1.75 Cr,"₹9,210 /sqft",6,3,6 BHK,1900,"1,900 sqft",,,,RESALE,,1.0,,,"We have a house/villa available for sale in sadar bazar, meerut. Available at price of rs 1.75 crores. It has plot area of 1900 sq ft. It has 6 bhk, 3 bathroom, 1 balcony.It is a freehold property","Sadar Bazar, Gurgaon","Sadar Bazar, Gurgaon",,House
208,Independent House,"8 Bedroom House in Block B Rajendra Park, Gurgaon","8 Bedroom House in Block B Rajendra Park, Gurgaon",₹95 Lac,"₹19,192 /sqft",8,5,8 BHK,495,495 sqft,,5,,RESALE,,,,Park,"There are 5 floors 2 bhk independently on 3 foors with 1 bathroom kitchen with full tile and marble work, one basement, one top floor one bhk with 2 bathroom","Block B Rajendra Park, Gurgaon","Block B Rajendra Park, Gurgaon",,House
209,Independent House,"7 Bedroom House in Wazirabad, Gurgaon","7 Bedroom House in Wazirabad, Gurgaon",₹4.3 Cr,"₹47,778 /sqft",7,7,7 BHK,900,900 sqft,,,,RESALE,Fully Furnished,,,,"Located in wazirabad, gurgaon, this newly constructed 7 bhk independent house spans 900 sq.Ft. With 7 bathrooms, it offers spacious living on multiple floors. Less than a year old and fully furnished, the property is available immediately. Close to hong kong bazaar mall and several religious sites, it combines convenience with comfort.","Wazirabad, Gurgaon","Wazirabad, Gurgaon",,House
210,Independent House,"6 Bedroom House in Bhondsi, Gurgaon","6 Bedroom House in Bhondsi, Gurgaon",₹2 Cr,"₹6,412 /sqft",6,3,6 BHK,3119,"3,119 sqft",,,,RESALE,,,,,It's near by mountains and most beautiful view,"Bhondsi, Gurgaon","Bhondsi, Gurgaon",,House
211,Independent House,"5 Bedroom House in DLF Phase 2, Gurgaon","5 Bedroom House in DLF Phase 2, Gurgaon",₹7.75 Cr,"₹38,750 /sqft",5,6,5 BHK,2000,"2,000 sqft",Covered,,North-East,RESALE,,3.0,,"Parking, Garden, Park","On the lookout for a spacious house in gurgaon? Go for this 5 bhk house for sale in dlf phase 2, a well-Connected locality within gurgaon. This house occupies a super built up area of 2000 sq.Ft. And contains 5 bedrooms, 6 bathrooms and more than 3 balconies. The owner of the house also gets 2 covered and 3 open parking slot(s) to park their car safely. This is a ready to move house, which is 1...","DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",North-East Facing Private Garden,House
212,Independent House,"5 Bedroom House in DLF Phase 2, Gurgaon","5 Bedroom House in DLF Phase 2, Gurgaon",₹11.25 Cr,"₹37,500 /sqft",5,6,5 BHK,3000,"3,000 sqft",Covered,,North,RESALE,,3.0,,"Parking, Garden, Park","On the lookout for a spacious house in gurgaon? Go for this 5 bhk house for sale in dlf phase 2, a well-Connected locality within gurgaon. Constructed on a super built up area of 3000 sq.Ft., this house comprises 5 bedrooms, 6 bathrooms and more than 3 balconies. There are 2 covered & 3 open parking available with this house. Another added advantage of this 1-5 years old house is that it is ava...","DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",North Facing Private Garden,House
213,Independent House,"4 Bedroom House in Sector 71, Gurgaon","4 Bedroom House in Sector 71, Gurgaon",₹5.98 Cr,"₹2,50,209 /sqft",4,3,4 BHK,239,239 sqft,,,,RESALE,,,,,Excellent location on spr road in gurgaon sector 71 with dual connectivity and access from nh8 and golf course extension road,Unitech Espace Premiere Villas,Unitech Espace Premiere Villas,,House
214,Independent House,"7 Bedroom House in DLF Phase 1, Gurgaon","7 Bedroom House in DLF Phase 1, Gurgaon",₹13 Cr,"₹32,500 /sqft",7,8,7 BHK,4000,"4,000 sqft",Covered,,North-East,RESALE,,3.0,,"Parking, Garden, Park","This 7 bhk house for sale in dlf phase 1 is an ideal abode for a family. Even better, it is situated in one of the prominent localities of gurgaon. Constructed on a super built up area of 4000 sq.Ft., this house comprises 7 bedrooms, 8 bathrooms and more than 3 balconies. This 7 bhk house comes attached with 2 covered and 3 open parking for your vehicle(s). This 1-5 years old property is availa...",North East park facing,North East park facing,North-East Facing Private Garden,House
215,Independent House,"6 Bedroom House in DLF Phase 1, Gurgaon","6 Bedroom House in DLF Phase 1, Gurgaon",₹12.3 Cr,"₹41,000 /sqft",6,8,6 BHK,3000,"3,000 sqft",,,North-East,RESALE,,3.0,,"Garden, Park","Wishing to settle down in an individual house with your family? This well-Built and spacious 6 bhk house for sale in dlf phase 1, gurgaon seems to be an ideal choice for a peaceful abode for a family. The floor plan additionally contains 6 bedrooms, 8 bathrooms and 3 balconies. All in all, the independent house is spread over a super built up area of 3000 sq.Ft. The houses comes with dedicated ...",PARK FACING CORNER,PARK FACING CORNER,North-East Facing Private Garden,House
216,Independent House,"6 Bedroom House in DLF Phase 1, Gurgaon","6 Bedroom House in DLF Phase 1, Gurgaon",₹10.75 Cr,"₹35,833 /sqft",6,6,6 BHK,3000,"3,000 sqft",Covered,,East,RESALE,,3.0,,"Parking, Garden, Park","Dlf phase 1 is one of gurgaon's most sought after destination for residential houses and this 6 bhk house in dlf phase 1 is your opportunity to be a part of this community. Containing 6 bedrooms, 6 bathrooms and more than 3 balconies, this independent house is spread over a super built up area of 3000 sq.Ft. The owner of the house also gets 4 covered and 2 open parking slot(s) to park their car...","DLF Phase 1, Gurgaon","DLF Phase 1, Gurgaon",East Facing Private Garden,House
217,Independent House,"5 Bedroom House in Sector 109, Gurgaon","5 Bedroom House in Sector 109, Gurgaon",₹8.75 Cr,"₹36,008 /sqft",5,6,5 BHK,2430,"2,430 sqft",,2,,RESALE,,,,Garden,"5 bhk plus s.Q. Villabasement, ground plus 2 floor.In one of the best townships in delhi ncr",International City by Sobha Phase 1,International City by Sobha Phase 1,Private Garden Euro International Nearby,House
218,Independent House,"6 Bedroom House in DLF Phase 1, Gurgaon","6 Bedroom House in DLF Phase 1, Gurgaon",₹7.85 Cr,"₹39,250 /sqft",6,7,6 BHK,2000,"2,000 sqft",Covered,,North,RESALE,,3.0,,"Parking, Garden, Park","Check out this 6 bhk house for sale in dlf phase 1, a popular residential locality that contains many of the in-Demand properties in gurgaon. Constructed on a super built up area of 2000 sq.Ft., this house comprises 6 bedrooms, 7 bathrooms and more than 3 balconies. There are 3 covered & 2 open parking available with this house. This is a ready to move house, which is 1-5 years old. The ownersh...","DLF Phase 1, Gurgaon","DLF Phase 1, Gurgaon",North Facing Private Garden,House
219,Independent House,"3 Bedroom House in Rajendra Park, Gurgaon","3 Bedroom House in Rajendra Park, Gurgaon",₹1 Cr,"₹15,151 /sqft",3,2,3 BHK,660,660 sqft,Covered,,,RESALE,,1.0,,"Parking, Park","This 3 bhk house for sale in rajendra park is an ideal abode for a family. Even better, it is situated in one of the prominent localities of gurgaon. This residential house is located close to close to hospital and close to railway station. Constructed on a super built up area of 660 sq.Ft., this house comprises 3 bedrooms, 2 bathrooms and 1 balcony. There is 1 covered & 1 open parking availabl...","Rajendra Park, Gurgaon","Rajendra Park, Gurgaon",Newly Constructed Chaitanya hospital Nearby,House
220,Independent House,"5 Bedroom House in Sector 109, Gurgaon","5 Bedroom House in Sector 109, Gurgaon",₹9.2 Cr,"₹37,860 /sqft",5,5,5 BHK,2430,"2,430 sqft",,,,RESALE,,,,"Swimming Pool, Gym, Park, Jogging Track, Play Area","Sobha international city | ready to move 270 sq.Yd | 5bhk + servant Sobha international city in sector 109, gurgaon Sobha international city phase 1, 208 units Spread over an area of 36 acres Luxury amenities Swimming pool, lawn tennis, basketball court, gymnasium, premium clubhouse, yoga & aerobics, kids play area, jogging track, landscaped parks large, banquet hall Prime connectivity 0 km fro...",International City by Sobha Phase 1,International City by Sobha Phase 1,,House
221,Independent House,"2 Bedroom House in Ashok Vihar Phase 2, Gurgaon","2 Bedroom House in Ashok Vihar Phase 2, Gurgaon",₹90 Lac,"₹20,000 /sqft",2,2,2 BHK,450,450 sqft,,,,RESALE,,,,,"Independent 3-Floor house Prime location: Ashok vihar phase 2, gurgaon Well-Connected to major roads and business areas Suitable for joint family living or rental investment Calm neighborhood with essential amenities nearby Clear title and ready for sale","Ashok Vihar Phase 2, Gurgaon","Ashok Vihar Phase 2, Gurgaon",,House
